Pos,Game,Platform,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
1111,Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,0.02,0,0.01,0,0.03
1112,Dream C Club Zero,X360,2011,Simulation,D3Publisher,0,0,0.03,0,0.03
1113,PopCap Arcade Vol 1,X360,2007,Puzzle,PopCap Games,0.03,0,0,0,0.03
1114,Burnout Paradise: The Ultimate Box,X360,2009,Racing,Electronic Arts,0,0.03,0,0,0.03
1115,Crash Time: Autobahn Pusuit,X360,2008,Racing,RTL,0.03,0,0,0,0.03
1116,Majesty 2: The Fantasy Kingdom Sim,X360,N/A,Simulation,Unknown,0.03,0,0,0,0.03
1117,PopCap Arcade Vol 2,X360,2009,Misc,PopCap Games,0.03,0,0,0,0.03
1118,Chaos;Head - Love Chu*Chu!,X360,2010,Adventure,5pb,0,0,0.03,0,0.03
1119,Mushihimesama Futari Ver 1.5,X360,2009,Shooter,Cave,0,0,0.03,0,0.03
1120,Otomedius Gorgeous,X360,2008,Shooter,Konami Digital Entertainment,0,0,0.03,0,0.03
1121,Summer Athletics: The Ultimate Challenge,X360,2008,Sports,DTP Entertainment,0.02,0.01,0,0,0.03
1122,Dennou Senki Virtual-On Force,X360,2010,Fighting,Sega,0,0,0.03,0,0.03
1123,MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,Take-Two Interactive,0.03,0,0,0,0.03
1124,Senko no Ronde DUO,X360,2010,Fighting,G.Rev,0,0,0.03,0,0.03
1125,Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.02,0.01,0,0,0.03
1126,Monster Hunter Frontier Online: Season 10,X360,2011,Role-Playing,Capcom,0,0,0.03,0,0.03
1127,NatGeo Challenge! Wild Life,X360,2010,Misc,Black Bean Games,0,0.02,0,0,0.03
1128,DeathSmiles II X,X360,2010,Shooter,Cave,0,0,0.03,0,0.03
1129,Battle vs. Chess,X360,2011,Misc,TopWare Interactive,0,0.02,0,0,0.03
1130,Onechanbara Z Kagura,X360,2012,Action,D3Publisher,0,0,0.03,0,0.03
1131,Summer Athletics 2009,X360,2009,Sports,49Games,0,0.02,0,0,0.03
1132,Biohazard: Revival Selection,X360,2011,Action,Capcom,0,0,0.03,0,0.03
1133,Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom,0,0,0.03,0,0.03
1134,Rugby League Live,X360,2010,Sports,Home Entertainment Suppliers,0,0.02,0,0,0.03
1135,Clannad,X360,2008,Adventure,Prototype,0,0,0.03,0,0.03
1136,Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios,0.02,0,0,0,0.03
1137,Alien Breed Trilogy,X360,2011,Shooter,Mastertronic,0,0.02,0,0,0.03
1138,Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,Capcom,0,0,0.03,0,0.03
1139,Brothers in Arms: Furious 4,X360,2012,Shooter,Ubisoft,0.01,0.01,0,0,0.03
1140,DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5pb,0,0,0.02,0,0.02
1141,No More Heroes: Heroes' Paradise,X360,2010,Action,Marvelous Interactive,0,0,0.02,0,0.02
1142,Rapala Tournament Fishing!,X360,2006,Sports,Activision,0.02,0,0,0,0.02
1143,Rapala for Kinect,X360,2011,Sports,Activision,0,0.02,0,0,0.02
1144,11eyes: CrossOver,X360,2009,Adventure,5pb,0,0,0.02,0,0.02
1145,Cross Channel: In Memory of All People,X360,2011,Adventure,CyberFront,0,0,0.02,0,0.02
1146,Serious Sam HD: Gold Edition,X360,2011,Shooter,Mastertronic,0,0.02,0,0,0.02
1147,Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb,0,0,0.02,0,0.02
1148,Enchanted Arms (JP sales),X360,2006,Role-Playing,Ubisoft,0,0,0.02,0,0.02
1149,PopCap Hits! Vol 2,X360,2011,Misc,Mastertronic,0,0.02,0,0,0.02
1150,Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,Focus Home Interactive,0.01,0.01,0,0,0.02
1151,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Action,Activision,0.02,0,0,0,0.02
1152,Indianapolis 500 Evolution,X360,2009,Racing,Zushi Games,0.02,0,0,0,0.02
1153,Winter Sports 2011,X360,2011,Sports,DTP Entertainment,0,0.02,0,0,0.02
1154,Ore no Yome: Anata Dake no Hanayome,X360,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
1155,Robotics;Notes,X360,2012,Adventure,5pb,0,0,0.02,0,0.02
1156,Meikyuu Cross Blood: Reloaded,X360,2011,Action,Unknown,0,0,0.02,0,0.02
1157,PDC World Championship Darts: Pro Tour,X360,2010,Sports,O-Games,0,0.02,0,0,0.02
1158,The Testament of Sherlock Holmes,X360,2012,Adventure,Focus Home Interactive,0,0.02,0,0,0.02
1159,Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.01,0.01,0,0,0.02
1160,Muchi Muchi Pork & Pink Sweets,X360,2011,Shooter,Cave,0,0,0.02,0,0.02
1161,Mushihimesama,X360,2012,Action,Cave,0,0,0.02,0,0.02
1162,PopCap Hits!,X360,2011,Misc,PopCap Games,0,0.02,0,0,0.02
1163,Ketsui: Kizuna Jigoku Tachi Extra,X360,2010,Shooter,5pb,0,0,0.02,0,0.02
1164,Painkiller: Hell & Damnation,X360,2013,Shooter,Nordic Games,0,0.01,0,0,0.02
1165,Worms,X360,2007,Strategy,Microsoft Game Studios,0,0.01,0,0,0.02
1166,Let's Dance with Mel B,X360,2011,Sports,Black Bean Games,0,0.01,0,0,0.02
1167,Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5pb,0,0,0.02,0,0.02
1168,Strike Witches: Shirogane no Tsubasa,X360,2010,Strategy,CyberFront,0,0,0.02,0,0.02
1169,Dunamis 15,X360,2011,Adventure,5pb,0,0,0.02,0,0.02
1170,W.L.O. Sekai Renai Kikousen,X360,2010,Adventure,5pb,0,0,0.02,0,0.02
1171,Final Fantasy XI: All-In-One Pack 2006,X360,2006,Role-Playing,Square Enix,0,0,0.02,0,0.02
1172,Turbo: Super Stunt Squad,X360,2013,Sports,D3Publisher,0,0.01,0,0,0.02
1173,Earth Defense Force 2017 (old JP sales),X360,2006,Shooter,D3Publisher,0,0,0.02,0,0.02
1174,"Sharin no Kuni, Himawari no Shoujo",X360,2010,Adventure,5pb,0,0,0.02,0,0.02
1175,Winter Sports 3: The Great Tournament,X360,2010,Sports,Tradewest,0,0.01,0,0,0.02
1176,Football Manager 2007,X360,N/A,Sports,Sega,0,0.01,0,0,0.02
1177,Tom Clancy's Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006,Shooter,Ubisoft,0,0,0.01,0,0.01
1178,Instant Brain,X360,2011,Adventure,Cave,0,0,0.01,0,0.01
1179,Super Robot Taisen XO,X360,2006,Strategy,Banpresto,0,0,0.01,0,0.01
1180,Banjo-Kazooie,X360,2008,Platform,Microsoft Game Studios,0,0.01,0,0,0.01
1181,Konami Classics Vol. 2,X360,2009,Misc,Konami Digital Entertainment,0.01,0,0,0,0.01
1182,DoDonPachi Saidaioujou,X360,2013,Shooter,Cave,0,0,0.01,0,0.01
1183,Young Justice: Legacy,X360,2013,Adventure,Namco Bandai Games,0,0.01,0,0,0.01
1184,Entaku no Seito: Students of Round,X360,2011,Role-Playing,ChunSoft,0,0,0.01,0,0.01
1185,AKB1/48: Idol to Guam de Koishitara...,X360,N/A,Misc,N/A,0,0,0.01,0,0.01
1186,Caladrius,X360,2013,Shooter,Moss,0,0,0.01,0,0.01
1187,The Wolf Among Us,X360,2011,Adventure,Telltale Games,0,0.01,0,0,0.01
1188,MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.01,0,0,0,0.01
1189,Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.01,0,0,0,0.01
1190,No Fate! Only the Power of Will,X360,2010,Adventure,Alchemist,0,0,0.01,0,0.01
1191,Mamoru-kun wa Norowarete Shimatta!,X360,2009,Shooter,G.Rev,0,0,0.01,0,0.01
1192,Root Double: Before Crime After Days,X360,2012,Action,Yeti,0,0,0.01,0,0.01
1193,Cross Edge Dash,X360,2009,Role-Playing,Compile Heart,0,0,0.01,0,0.01
1194,John Daly's ProStroke Golf,X360,2010,Sports,O-Games,0.01,0,0,0,0.01
1195,Time Leap,X360,2009,Adventure,Prototype,0,0,0.01,0,0.01
1196,The Godfather (JP sales),X360,2006,Action,Electronic Arts,0,0,0.01,0,0.01
1197,Shin Sangoku Musou 4 Special,X360,2005,Action,Tecmo Koei,0,0,0.01,0,0.01
1198,Bullet Soul: Tama Tamashii,X360,2011,Shooter,5pb,0,0,0.01,0,0.01
1199,Bound By Flame,X360,2014,Action,N/A,0,0.01,0,0,0.01
1200,DoDonPachi Daifukkatsu: Black Label,X360,2011,Shooter,Cave,0,0,0.01,0,0.01
1201,Superstars V8 Next Challenge,X360,2010,Racing,Black Bean Games,0,0.01,0,0,0.01
1202,Metal Gear Solid HD Edition,X360,2011,Action,Konami Digital Entertainment,0,0,0.01,0,0.01
1203,Teenage Mutant Ninja Turtles: Out of the Shadows,X360,2013,Action,Activision,0,0.01,0,0,0.01
1204,World Snooker Championship 2007,X360,2007,Sports,Sega,0,0.01,0,0,0.01
